"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"-0.19002006295391","0.114670871656376","-0.0322886189781137","0.19445060404649","0.153750962925873","0.138789277749648","-0.32810939172482","-0.0321260868736239","-0.0949604874037818","-0.011446659857077","0.0996551608472821","0.00527617527262495","0.327219658707689","0.0276525331460096","-0.118523806968187","-0.144541333473185","0.0410073503039366","-0.184221565176547","0.186491326695282","-0.108433234647325","-0.300066922165351","0.0751860143665021","-0.127431160753809","0.187883572659973","0.069815713541783","0.181997700110416","0.259762903188426","0.130938923124901","0.282399760760264","-0.0844735873790533","0.124583389753784","-0.169876566759306","-0.0375671719209164","-0.177852839854706","-0.253141108614249","-0.142198039485629","AF16","20C"
"-0.213703582537359","0.129645299322067","-0.0320745871074595","0.203347498521341","0.13853643429234","0.143651244896898","-0.3196722711541","-0.0303030687617101","-0.0707716734950421","0.00823520919112415","0.0831958163817588","0.0156218856787643","0.298595665906407","0.025012358335334","-0.110711408299868","-0.159111826743872","0.0418066208648984","-0.198335090380541","0.185935945348755","-0.118424076550098","-0.297899405406248","0.0753668727739782","-0.131015218626208","0.196348990913701","0.0708791667674844","0.187873373948949","0.255369258913458","0.12530652489788","0.281697194150846","-0.0823570908012034","0.132669734463291","-0.184282701285536","-0.0412634163036918","-0.193432749473145","-0.245304711435657","-0.132239438491257","AF16","20C"
"-0.225811469996841","0.12683368646266","-0.0328985037690341","0.189047868915828","0.139603128692733","0.119325398322084","-0.339195212061538","-0.0346407680300499","-0.0853659819844041","-0.00770839936499531","0.0936505782408415","0.0191146510128877","0.321991548123514","0.0281678681501074","-0.107631273023577","-0.133783227401669","0.0416047237738926","-0.176393379774361","0.182873539253856","-0.0965573808424727","-0.314044832051037","0.0853369826939454","-0.128832038806488","0.190110553487062","0.0685478840484112","0.182922288899161","0.25489601833386","0.122770422692294","0.288123847030035","-0.0900945226868992","0.125850066904019","-0.171644344382682","-0.0354306332007776","-0.17288898150843","-0.250109329734126","-0.131904088380685","AF16","20C"
"-0.202363305261398","0.131493289854436","-0.0317641888763492","0.193456585523554","0.133615839916978","0.143335707000539","-0.328192298816047","-0.0323449516208962","-0.0953262412075834","-0.00309752340540513","0.0960754309594964","0.00544484534688779","0.326234594578939","0.0280630521163209","-0.11348647750164","-0.151120904984994","0.0405152072375813","-0.180157369739426","0.1712184332873","-0.110038104487514","-0.297991537117639","0.0745370672767135","-0.127588923307693","0.187841759504931","0.0730092775521762","0.193072366543665","0.257265790118985","0.128085865026464","0.283247286918757","-0.0861793322617665","0.124459324908754","-0.169570361275861","-0.0391508038390828","-0.182592469607172","-0.251827765479978","-0.140640411070194","AF16","20C"
"-0.210145913117717","0.121961574802442","-0.0321329432836189","0.195702450349951","0.157048713438274","0.131151176819529","-0.345652407431029","-0.0368065039785632","-0.0862542957157133","0.00188597673779836","0.109009183908299","0.0122572548879326","0.279483629339558","0.0250641394904498","-0.109351840617967","-0.139211294715632","0.0416345410603296","-0.198063501777682","0.192238058027367","-0.113196973125065","-0.32248813246185","0.0947682179813899","-0.126992910632094","0.186184538859591","0.0705438593784342","0.186636696584871","0.246625228559947","0.114118998398401","0.251362605107061","-0.0618451312443243","0.132405472577182","-0.183489875995054","-0.0392333222869362","-0.187190351341435","-0.258138248595418","-0.154045885006362","AF16","20C"
"-0.203277963274146","0.133734442829756","-0.03134247579324","0.183150473956669","0.142760572402425","0.133014457078779","-0.344930224072964","-0.0364216087339823","-0.101074751376425","-0.00756878119524679","0.107417797736757","0.0284350119362542","0.316363537574579","0.0268291084714794","-0.122477535698678","-0.143845186690075","0.0404896127771902","-0.181786666217988","0.180140017573474","-0.104069400789606","-0.305419456376932","0.081434219291413","-0.124842714070928","0.179771471707539","0.0704829126474791","0.184651388196055","0.254045962492293","0.124643466110198","0.276741625614671","-0.080096814918744","0.124464000674971","-0.16998622810259","-0.038819154364299","-0.182593621206816","-0.251968201461979","-0.142358883248772","AF16","20C"
"-0.195216489044369","0.134493205835212","-0.031551688707722","0.190481625019544","0.143277258703703","0.142620578312021","-0.326944474401208","-0.0317619961375979","-0.0773430855316804","-0.0170643811768063","0.117517824423106","-0.00139948452747787","0.305492562178386","0.0254768747093006","-0.134415784727721","-0.171880536385169","0.0416422673456587","-0.19294869581319","0.184118456133548","-0.109914128000072","-0.303360176885389","0.0788284691342449","-0.125164080640046","0.180972051598392","0.0714810649088331","0.187129258308571","0.256957256088969","0.126476224343622","0.266999731688071","-0.069886900450801","0.124454229867473","-0.169818365225903","-0.0417679804152804","-0.199571692259145","-0.250311646389698","-0.140500809635684","AF16","20C"
"-0.210758562419709","0.141410977043087","-0.0335725147013866","0.192164107806242","0.142478536185712","0.140770531961737","-0.337688441457075","-0.0356423293389192","-0.0838906090742402","0.00690659241802886","0.10417557383285","0.0212524082891887","0.299599473232252","0.0256022545262225","-0.111076664210065","-0.148718904841697","0.0418738994986659","-0.189718038553095","0.197088913315593","-0.106343767237208","-0.304465161437857","0.0787304586765994","-0.130018974795577","0.194263881942642","0.0675209462820312","0.17663535508384","0.247044944176321","0.1146526923276","0.280287231778028","-0.0802133800831431","0.131390428659583","-0.181198365266106","-0.038066414116993","-0.183137534933106","-0.2483587676959","-0.135327265612984","AF16","20C"
"-0.224162661804045","0.131467158329503","-0.0301238202602656","0.175661902847074","0.152911410072533","0.137135496210997","-0.342083340929349","-0.0355249737268799","-0.0771229487021514","-0.00659771452211315","0.0971488959385515","0.000174253001527538","0.299307458071636","0.0249620372951452","-0.123208152976594","-0.134930180973198","0.0407885563767994","-0.181315315661837","0.203719059968846","-0.107623756767313","-0.314002250638226","0.0859746150937036","-0.124025897967022","0.170784908253416","0.0714225816572649","0.184320616680972","0.255414225048603","0.123715052968331","0.27616682984914","-0.0774396286826705","0.126665376859581","-0.173919276496375","-0.0391276568750615","-0.185309729692476","-0.252408089275132","-0.139403489503713","AF16","20C"
"-0.19467779449874","0.130810671230278","-0.0320652692951035","0.217776132275131","0.148767342661513","0.15034911724376","-0.320322384720631","-0.0313526240854321","-0.0817304169023761","0.00158168154185391","0.0858261570884826","0.0180635553834953","0.302081087468493","0.0255008694661006","-0.112582347850626","-0.168888015289686","0.0437885618058002","-0.201312793470853","0.159893248377827","-0.115402506626166","-0.29048546243609","0.0696201843392561","-0.133287618500133","0.198808862117456","0.0754925445458871","0.200588631291602","0.256059165838059","0.126455632074644","0.275008570597958","-0.0781748128450173","0.121620991402872","-0.165883334598646","-0.042995290837677","-0.202545266495532","-0.248294023485061","-0.138766385757447","AF16","20C"
"-0.199678705167101","0.132639696428428","-0.0326192563008486","0.206967668300926","0.15479990823812","0.126709333599668","-0.329677097155116","-0.0335244988676456","-0.0752667579043546","0.000154997471544419","0.101090914342485","0.0128772378547994","0.317455433678314","0.0269085930378518","-0.135695722564477","-0.163708884239909","0.0420230774955698","-0.192579399449721","0.160868098541175","-0.0961492140216699","-0.294943521532145","0.071208711204304","-0.126565887860605","0.184657876527511","0.0757097009258485","0.200831929401799","0.255831958285518","0.125636890569913","0.269828000403931","-0.0691801363100042","0.112428265235076","-0.154850312441884","-0.0410323845806867","-0.194544929473107","-0.259847767403395","-0.154176177135038","AF16","20C"
"-0.193570043964204","0.128102715061718","-0.0325091187296196","0.208306814473397","0.156333656984541","0.138017378831773","-0.33531603874839","-0.0347943761244048","-0.0723883040236591","0.0111362322990642","0.101366923853049","0.0136546019050916","0.292209756661581","0.0246617965278389","-0.130626341140129","-0.163073740945198","0.0414234903294593","-0.188882021567745","0.180064710533627","-0.109705850575091","-0.292110042881522","0.068972415460455","-0.130772149492101","0.193710832132218","0.0753591649521412","0.201113845515025","0.245950924167974","0.114333059945887","0.268398511245818","-0.0714828068186055","0.127094065396936","-0.173617824357237","-0.0407352998625789","-0.194402737682101","-0.259664927835459","-0.156607814849106","AF16","20C"
"-0.197645276788109","0.136436320720592","-0.031946471608064","0.211147548195649","0.143406518339976","0.154299378481482","-0.317755370277143","-0.0315389528164957","-0.079562552564196","-0.00138320443106482","0.092814482440772","-0.00785275596856656","0.295271026408184","0.0246273240893357","-0.113855500333055","-0.169354091149706","0.0420667840462158","-0.197392663160344","0.184584442808552","-0.121554258077648","-0.290581984017895","0.0701812460516948","-0.132656427913206","0.199392138973154","0.0743445916364567","0.198089800651807","0.246671871369343","0.114951450475664","0.270440675995938","-0.0739608662975491","0.128094626068116","-0.176428198694944","-0.04112069613065","-0.194269621599438","-0.255511465176365","-0.149348595040014","AF16","20C"
"-0.208713804240243","0.130156535167477","-0.0324958310621227","0.198632415184517","0.153334606037661","0.141898792871219","-0.32438412530214","-0.0315837769642291","-0.0727613118779325","-0.00721441744512001","0.0934603611587788","-0.00158169910271747","0.298043777748096","0.0253767521095029","-0.112784949513511","-0.156685968813812","0.0422790429768029","-0.196397531396802","0.173634989350775","-0.104487490784516","-0.307644017157952","0.081010831214298","-0.130738685697151","0.194759497896122","0.0723435724314469","0.192131556435482","0.253117626585232","0.121620656346281","0.272034440843616","-0.0732322472327237","0.130180608104217","-0.177426964189269","-0.0412741951715727","-0.194392483679469","-0.251758194486351","-0.141614848820867","AF16","20C"
"-0.209513252900541","0.14430479391056","-0.0327207601135263","0.196832264046175","0.134384317483679","0.133294399838854","-0.33119250236307","-0.0337580167449059","-0.0839338547143469","-0.00419496805862693","0.0942061456929595","-0.00140825599448813","0.291552221715912","0.024963686639803","-0.108002164770721","-0.164344666861992","0.0417909250634207","-0.191719225904393","0.184771767969714","-0.104153234488983","-0.319089812241191","0.0891035177380664","-0.129642409631489","0.19366991610869","0.0687059553041366","0.183824688476993","0.250410938553548","0.119643776456875","0.270196015550733","-0.0727353681501175","0.131821553452178","-0.180794394340768","-0.0398154017641048","-0.189154334849451","-0.249423295073129","-0.139793691933572","AF16","20C"
"-0.223786785392781","0.149686974197657","-0.0328955052702957","0.190689076726189","0.127518023393699","0.14041339336618","-0.323479449715332","-0.031049866966209","-0.088935672295054","-0.00620741474796438","0.10063654787948","0.00700480940858223","0.309985306688991","0.0267261550806554","-0.107362912487434","-0.16132891292702","0.0413343880348958","-0.177157751502023","0.186053020910101","-0.119747003705774","-0.311800287145106","0.0832332750751537","-0.128295317576962","0.189562011496352","0.0686610235495641","0.18024263334693","0.250891884542035","0.118402395164574","0.281547414128785","-0.0820566600399747","0.125771018792812","-0.171694528212106","-0.0387195031106592","-0.174975397922452","-0.251089348653876","-0.14093290923654","AF16","20C"
"-0.2168899409687","0.120445757519066","-0.0335709723530064","0.188039766861851","0.132602248222682","0.142288906599357","-0.32635117700685","-0.030902552552668","-0.0888397286442579","-0.0170703028156662","0.112091680579714","0.000981472475586376","0.325640615321215","0.0281150325196974","-0.113683001622049","-0.139933327594795","0.0413787476844689","-0.19254011454108","0.182743119683535","-0.110244664596702","-0.315382341191565","0.0873498035378848","-0.127475894818675","0.187487296590562","0.06658348958329","0.169261105213867","0.25318098845717","0.12083646247447","0.279820872898058","-0.0817148694124584","0.129330409849672","-0.178117445482497","-0.0358506850910137","-0.176395471557269","-0.248937324621762","-0.133874847922214","AF16","20C"
"-0.22304936070857","0.120781766042658","-0.0336593478156307","0.191640212537754","0.14952814591724","0.127420287930573","-0.327404071653889","-0.0323306370544635","-0.0706184215539801","-0.0103729587481485","0.102842387752679","0.0107682963531503","0.311469337271023","0.0267604197475599","-0.143876414056687","-0.131123408612055","0.0416705813652539","-0.185849987295659","0.204263144568249","-0.101488913745762","-0.295967685702205","0.0719292797437504","-0.1312119382292","0.194916161464313","0.0685902615106253","0.181713849075106","0.253725371492452","0.120077645692203","0.278148756738126","-0.0773852172510684","0.130193947380105","-0.179079831518156","-0.0399800394982941","-0.18998570965163","-0.250890731502991","-0.13628464497887","AF16","20C"
"-0.218316706630132","0.126491937998824","-0.0319040877805282","0.213254237864515","0.163395601728406","0.158908030792752","-0.330385271880888","-0.0323565346132536","-0.0718843855609341","-0.0120775853430437","0.0815569111457774","0.0119148996233644","0.314101604289382","0.0268137116029443","-0.117139108063938","-0.160993147094016","0.037536722067511","-0.171350976437337","0.179946834650592","-0.116602775959744","-0.292712869092475","0.0720808938412873","-0.127993086291516","0.190052070579531","0.0746540008867661","0.197331582961445","0.246868724557083","0.113451917448057","0.290547564945304","-0.0924996450457668","0.115106228350875","-0.145830116244546","-0.0398031330608362","-0.172967715233599","-0.252014817930353","-0.141017669076073","AF16","20C"
"-0.212523277352372","0.126865972182044","-0.03095791042296","0.194678352942044","0.147338363565094","0.141286899290818","-0.339938736113711","-0.034253862061135","-0.0865898916276093","-0.0165838411178746","0.0889749740378094","0.00875785571234405","0.298417189809324","0.02432371175144","-0.124550793291096","-0.158869265485232","0.0405406016059941","-0.184406833183909","0.174102575324983","-0.115178556089877","-0.303846814449876","0.0807834752253569","-0.125307324367728","0.184085865214189","0.073928557300688","0.194679904400896","0.257157948053055","0.126427000090469","0.272817392388033","-0.0766714819665474","0.124772603051234","-0.171600040019424","-0.0388900951521298","-0.176637253824513","-0.253558003593473","-0.144412092527838","AF16","20C"
"-0.184776439924955","0.128990967896295","-0.0316324648206591","0.201811734754385","0.145930720854217","0.137712465565105","-0.324339610857947","-0.0318084466884199","-0.0772285262685484","-0.0188653645904935","0.0985713942786021","0.0155774342415954","0.301308833487359","0.0251274574482432","-0.111767075881319","-0.156924039948983","0.042760080493387","-0.197249954609736","0.174007975578025","-0.110341274730546","-0.305049822404651","0.0820755375822133","-0.124838852985612","0.183249174492216","0.0757249607352604","0.200835693032443","0.256554431376093","0.128158576536514","0.274453589648047","-0.0784269491572427","0.122859370390447","-0.167754702841491","-0.0451552132236634","-0.207097926267101","-0.254792909224331","-0.149071680841572","AF16","20C"
"-0.19033236639762","0.132097842309384","-0.0321296714802959","0.202377262462922","0.146238974894797","0.135425919251272","-0.334077513510579","-0.0338477529851383","-0.0715977815864215","-0.00208442326125708","0.0959822904867545","0.0078609573931224","0.304491478306109","0.025685931469415","-0.105077771290139","-0.155552580526219","0.041687066433462","-0.19313338933145","0.185620274348196","-0.103252224624165","-0.300582259152579","0.0760717490554851","-0.127869973429223","0.188354968467986","0.0710768075787555","0.18876549721792","0.253536642194583","0.12232269920785","0.278261685604009","-0.0798616346554862","0.131362897193721","-0.180616387001208","-0.0425047856634061","-0.198239954270698","-0.251579343925449","-0.140603364247626","AF16","20C"
"-0.193030093197179","0.12231750242981","-0.0321040172120591","0.208273142939933","0.143190381263135","0.124601203743746","-0.331653599904243","-0.0336095370484427","-0.0787472309374118","-0.00891129680992264","0.102562806529908","0.0144196451866361","0.302913401597775","0.0254260820770902","-0.118205322265404","-0.154504382889273","0.0422301273496951","-0.198281482805232","0.175363350328903","-0.115102777206886","-0.299800378784971","0.0772746017304654","-0.124765957757486","0.183241918902223","0.07359450888578","0.194758626113516","0.253444430616978","0.124811162059709","0.27333689702652","-0.0771461665175966","0.125400358149945","-0.171539872964317","-0.0418531816291003","-0.194612841321573","-0.258393511783936","-0.155741805061435","AF16","20C"
"-0.188286323587923","0.120426245932986","-0.031496890827862","0.192270300554561","0.138009232426346","0.133166436974704","-0.329841493732959","-0.0329720902391284","-0.0863598215768191","-0.00714054185997914","0.109090749091482","0.0120116148038831","0.31054991240439","0.0265926817055199","-0.110974846369135","-0.156930790103657","0.0412470614694525","-0.190828477955337","0.194119972295958","-0.119993259118793","-0.299977733585676","0.0767399448109451","-0.126776355011317","0.186803167623962","0.0729521114676858","0.193447771542494","0.253941707980771","0.124747127806545","0.286806756031126","-0.0872775485544353","0.123929869409694","-0.168837234981804","-0.0405086770044265","-0.190001095659522","-0.249948380630509","-0.139893554476125","AF16","20C"
"-0.215010999623506","0.131443297079118","-0.0322596712369111","0.216038591566467","0.139499589472538","0.143320858973858","-0.331377115559059","-0.0332050851494675","-0.0801285651111761","-0.0124429874624144","0.0971636400710401","0.0041084528303622","0.292050605606687","0.0243482630577794","-0.107473285850843","-0.151338343710669","0.0417562660304055","-0.196916073228955","0.188283156657112","-0.111982538701547","-0.305881062476012","0.0797158065622001","-0.132958412520557","0.198475480083322","0.0730317850510643","0.194809322241499","0.245797256713389","0.112312807136232","0.270247011926669","-0.0725071813020542","0.133377837230382","-0.184200507039538","-0.0379159596509723","-0.182914688601407","-0.245622899112018","-0.129147164624397","AF16","20C"
"-0.187167373583125","0.124031370932272","-0.0319026979102375","0.21617087245571","0.147522170006359","0.135310872894585","-0.337023905161196","-0.0345152260741574","-0.0861433563448596","-0.0156331972941021","0.103752952645426","0.00349094846204834","0.300008895501013","0.0250883158807092","-0.118203050277636","-0.159831572521932","0.0413768068937998","-0.1930703001134","0.161413694381898","-0.0987092252102641","-0.299284336000089","0.0763687995409718","-0.13163353155681","0.195157468714297","0.0746326616144325","0.19718686792321","0.250357356043781","0.119466944341092","0.273199504946359","-0.0769191508065947","0.125270313684238","-0.170933741077366","-0.0397703996152201","-0.186512573267696","-0.258040471177613","-0.154561622742148","AF16","20C"
"-0.200395962992376","0.114737656482031","-0.033977064510082","0.19164213035247","0.137410610969835","0.129901005247154","-0.330807139194362","-0.0332547634892226","-0.101978693935465","-0.0249701658482926","0.0970574146703347","-0.00759424248974572","0.301212827058696","0.0254756880509748","-0.120707244238548","-0.146845824098803","0.0418687840220162","-0.19067944863004","0.200956848857048","-0.109945612646546","-0.304139851072941","0.078177735698321","-0.133758961864077","0.200142083298185","0.0663377272098437","0.176140394220152","0.250316989272491","0.117301655327675","0.28314780898312","-0.0820290068095925","0.137697275666783","-0.194525631483926","-0.0382472393113397","-0.183184507626511","-0.249222006781715","-0.136239913170675","AF16","20C"
"-0.200401339755937","0.118882843809554","-0.0311674880800434","0.196673645489909","0.132579413441106","0.132393085483267","-0.342719907665755","-0.0353312675819251","-0.0902688133056354","0.00607082656807681","0.113103371016002","0.00526201224409155","0.30351266018415","0.0250768321683466","-0.111671248226119","-0.140665149647467","0.0415917608864833","-0.20049403144256","0.176559177613095","-0.0990605747215203","-0.301915431695758","0.0787360476471918","-0.121860337730302","0.176635339588555","0.0723832830693807","0.191328805150263","0.251261130667685","0.119459320806169","0.275654840570743","-0.079214443228247","0.137767176229202","-0.188163654803816","-0.0449895472442358","-0.20046133804467","-0.252735404271958","-0.14288198111109","AF16","20C"
"-0.206662241430486","0.113134771691532","-0.0319333626138487","0.201990126575044","0.149477766638069","0.122628561592377","-0.338775661237442","-0.0343550120563293","-0.0986699350884567","-0.019410511070834","0.1057019739374","0.000267222256397769","0.310351534828062","0.0258641056557722","-0.114437782498365","-0.146380720031658","0.0411376738957893","-0.188343454541097","0.171565065487145","-0.0967716442992917","-0.305591003523495","0.0807250081621506","-0.130431622007902","0.19404883214219","0.0709673720298195","0.188702149244259","0.255302956706799","0.124368950849255","0.278459011588884","-0.0810710109005761","0.125393836117185","-0.171558098747159","-0.0373389636847544","-0.177726598478079","-0.253067671486059","-0.141783966542521","AF16","20C"
"-0.206277842370377","0.131981106069612","-0.0318595358034122","0.210915389289202","0.134184395422412","0.138491007395977","-0.328814518643646","-0.0321181949188453","-0.0947046099308521","-0.0200059989595748","0.101379081749106","-0.000346964254168303","0.317717355465928","0.0272601561647947","-0.122034517400061","-0.139718320220289","0.0424604404249787","-0.200413261681487","0.191515590353073","-0.0903229436863529","-0.297168807698316","0.0739755557856178","-0.126164539272054","0.185316234114859","0.0702955639286821","0.186817137965476","0.243616501210685","0.103474520682387","0.280176165397634","-0.0820976837991532","0.121463457638062","-0.1665403966361","-0.0410355605345518","-0.190972508389547","-0.257611023456659","-0.148723652990636","AF16","20C"
"-0.207936145956433","0.135983432433331","-0.0337809168175313","0.244615813556585","0.155990884768486","0.14338061906064","-0.302417367961755","-0.0287059826002391","-0.07112161103155","0.00530365605269163","0.0660006062107737","0.0302344358434869","0.270662638350478","0.0207114322674703","-0.102128531121815","-0.186349844200686","0.0454652813256242","-0.218239926588069","0.190281517853954","-0.1354312190705","-0.286089467579297","0.0675130361022878","-0.145640472642459","0.214682980763259","0.0842099365392955","0.217335046531685","0.229083224075529","0.100390970806129","0.258429556575005","-0.0669017250151276","0.136514443762909","-0.188505543357828","-0.04340130456603","-0.208172747738434","-0.24512721442731","-0.136782988941707","AF16","20C"
"-0.202787627330674","0.120998765514244","-0.0320660736204988","0.198185717832392","0.137484765719201","0.133846005999256","-0.333978244432389","-0.0332891757514225","-0.102063418129042","-0.0245975317482067","0.108701034341549","-0.00789394007494466","0.307900685371809","0.0258662573086301","-0.107192177354512","-0.145376142033865","0.0411682928902017","-0.185953839930951","0.19196826371596","-0.0939272992465168","-0.316665246574751","0.0901944974081834","-0.126709249642059","0.186317664016903","0.0686050579716975","0.181760379024709","0.249604825404115","0.115785808152268","0.279099076889394","-0.0811854752409302","0.131981672238714","-0.182286305420595","-0.0395615941036531","-0.186267044954547","-0.249295258045186","-0.134811350737915","AF16","20C"
"-0.178084434527116","0.118646871830145","-0.0323651548722744","0.206424044507532","0.132209030294054","0.150423396481084","-0.332468934066541","-0.033985381805056","-0.0929814329946257","-0.0208487185471469","0.0862208581361524","0.0172682874325572","0.312905748329679","0.026833763345424","-0.106843616560907","-0.165248037253931","0.0418899356419845","-0.192909776460364","0.149677137962684","-0.132753135038638","-0.307219767455111","0.0836294648552804","-0.128413309067519","0.189142016432563","0.0767261118902923","0.205263412604338","0.253754940425981","0.124787617569664","0.275012742837093","-0.0781876677643085","0.121628720368152","-0.164455221428423","-0.0408993503345381","-0.193511037289724","-0.251729012768902","-0.144032856204186","AF16","20C"
"-0.199394784270645","0.141536072937352","-0.0318513932716264","0.200926655053499","0.132077707318527","0.137153372831024","-0.334307261651123","-0.0342414032561721","-0.102072737710984","-0.0221870207928094","0.0936070463491399","0.0108790047859687","0.306028733888121","0.0259624733779739","-0.105767382418785","-0.154014451419029","0.0417065873877024","-0.194906575081249","0.167196588977521","-0.116685437915744","-0.301225080177571","0.0781716726969287","-0.12689162719769","0.186958029382135","0.0726398247482036","0.192980626219661","0.251930462868198","0.122134671355457","0.275456343802619","-0.0788166197673721","0.125976206881217","-0.172207411399294","-0.0402651602359359","-0.189255710229206","-0.254017730538807","-0.147883694281296","AF16","20C"
"-0.205424103739682","0.134892435700398","-0.0325394433385357","0.194803619834262","0.142396577895684","0.140894781975983","-0.322902284053415","-0.0309498026676751","-0.0923898451157571","-0.0288639216558502","0.103907380340961","0.0170213650581066","0.296594684068002","0.0248468330537961","-0.106729741491249","-0.156603538201557","0.0415679542676594","-0.195345584313914","0.190646601081824","-0.117722894857784","-0.309046350008562","0.0833208491061301","-0.129740018048225","0.194548146663482","0.0690024607975949","0.181147151988481","0.25084977392106","0.119966321566952","0.276163676288732","-0.0782495484485841","0.131368303546209","-0.182800860989503","-0.0406586043451059","-0.191104165387697","-0.246592368637779","-0.134471472504022","AF16","20C"
"-0.188687126993062","0.121369923668816","-0.0331464552535164","0.215197489463763","0.173250172269659","0.135380000754177","-0.342377404449438","-0.0353581143547157","-0.119406479791055","-0.00678907965472539","0.0989488868491012","0.0251247633222777","0.300848582130716","0.0252105644513359","-0.106125112888358","-0.151346159870853","0.040343743439256","-0.185596371316391","0.15008707004638","-0.0944862252208504","-0.297919626650494","0.0727019330960715","-0.127544893593864","0.187719625128429","0.077195209690667","0.204810470688202","0.251276749420017","0.119272503912607","0.277937453781701","-0.0803126794414517","0.112928082835105","-0.15597598282997","-0.040045715047089","-0.188620566986173","-0.260684394628078","-0.158150619050425","N2","20C"
"-0.179002475173509","0.126823408975628","-0.0332714181008354","0.20746460611722","0.162369395078582","0.130258566005032","-0.336165067757545","-0.0355607193712711","-0.0998846345853462","-0.0113651459466907","0.104976116980772","0.0132010916195754","0.310633743643887","0.0277557688963018","-0.0995847145248476","-0.153861705400761","0.0416483416198265","-0.187011909531579","0.166014017455339","-0.104421996439232","-0.300277006638481","0.0746631759099398","-0.125126483767078","0.181943604347406","0.0767360266603511","0.20532884236843","0.249907710054028","0.119085555855784","0.28042273512877","-0.0821149046530922","0.125142895117101","-0.169423751386579","-0.0388316960014087","-0.186114867315378","-0.256536921659534","-0.152826859310662","N2","20C"
